id,count
0,83.94
1,235.8975
2,90.23
4,28.19
5,76.1425
10,109.315
11,103.7325
12,332.0925
15,44.3175
17,136.8475
18,302.8
23,244.435
25,91.0275
26,45.06
31,195.725
39,124.4875
40,26.1225
41,193.195
42,385.0375
43,159.0425
51,198.565
52,81.925
54,18.32
60,125.7725
61,138.5625
62,104.4775
63,30.435
65,103.265
66,113.235
68,116.0925
71,64.8475
80,31.2225
82,69.1425
94,133.435
98,257.33
101,36.25
102,136.995
107,182.4125
112,251.4075
113,87.845
115,53.5
116,114.7875
120,134.1075
121,67.0875
122,333.505
132,203.41
143,89.1625
147,68.145
150,17.155
151,86.555
152,202.8975
153,89.84
155,201.68
156,97.9925
159,140.5675
161,113.4275
163,47.9225
177,149.275
186,15.8125
188,17.91
190,73.6925
191,84.4575
192,275.635
195,320.3075
200,144.5625
209,318.4
210,14.8425
211,226.82
214,142.455
215,23.3675
218,104.5
219,33.6375
222,136.42
225,15.0225
228,312.59
236,167.4025
241,37.1225
242,149.745
243,202.4475
245,17.22
247,250.025
251,126.25
252,67.1325
253,84.5975
254,85.6925
258,322.195
260,48.195
261,166.2875
265,89.7575
266,276.4025
267,318.655
269,145.285
270,67.3675
275,102.2975
278,38.3925
279,85.62
286,83.735
287,28.56
288,209.3675
289,146.795
293,17.27
294,134.23
297,34.2375
302,126.07
303,89.535
304,68.0375
307,100.9625
309,18.2425
311,172.345
312,138.3125
314,189.3275
315,169.9425
319,148.57
322,107.71
323,66.635
325,109.9725
327,236.095
330,39.2225
332,149.02
333,16.485
338,103.6975
341,117.87
345,200.2325
348,96.3675
349,47.55
350,107.4175
352,47.9725
355,16.0375
356,235.13
358,55.775
363,127.035
369,196.0675
371,18.5125
372,137.825
375,297.235
380,122.1275
388,44.6
391,128.3425
392,272.595
393,383.97
394,220.445
396,27.2775
401,34.7975
407,80.2075
409,100.2475
410,111.955
416,78.865
418,112.8725
420,152.115
421,216.635
422,118.135
424,285.525
428,373.635
429,217.3825
431,160.3375
435,14.1075
439,95.385
441,14.52
447,82.5675
449,117.435
451,122.0225
452,17.975
454,209.34
458,232.5775
463,130.4375
467,14.83
470,256.5725
471,154.37
474,295.2025
478,15.41
483,127.2725
484,112.29
485,86.08
486,133.2225
491,98.6825
494,103.6675
495,244.735
497,211.945
499,146.56
515,118.77
518,228.1125
521,191.615
525,149.2375
529,236.9075
532,124.74
534,81.11
540,91.515
544,296.08
