id,count
0,83.35
1,235.545
2,88.54
4,29.87
5,78.555
10,110.195
11,95.865
12,341.74
15,44.215
17,139.215
18,302.49
23,253.115
25,88.035
26,45.16
31,195.75
39,121.4
40,26.745
41,197.22
42,394.005
43,155.95
51,190.555
52,74.985
54,18.755
60,126.87
61,142.69
62,104.265
63,32.355
65,103.315
66,113.745
68,113.405
71,69.5
80,30.435
82,68.855
94,137.89
98,256.43
101,36.175
102,136.71
107,185.875
112,250.625
113,79.8
115,51.41
116,113.565
120,129.97
121,68.105
122,337.555
132,207.6
143,83.575
147,68.105
150,17.32
151,83.42
152,206.89
153,90.575
155,192.405
156,106.16
159,145.48
161,112.48
163,47.995
177,153.175
186,16.64
188,18.17
190,81.695
191,84.225
192,275.305
195,325.085
200,151.695
209,320.3
210,15.39
211,227.34
214,151.895
215,22.755
218,106.015
219,33.1
222,132.38
225,15.125
228,320.31
236,162.635
241,36.86
242,154.455
243,202.07
245,17.115
247,248.245
251,124.255
252,66.525
253,84.685
254,87.475
258,324.005
260,48.385
261,185.33
265,88.34
266,277.265
267,322.3
269,144.54
270,66.45
275,104.665
278,39.19
279,83.93
286,84.93
287,29.02
288,204.965
289,150.2
293,17.415
294,135.7
297,35.12
302,126.225
303,85.195
304,63.97
307,102.575
309,17.91
311,175.12
312,142.665
314,183.8
315,170.445
319,153.895
322,109.655
323,67.82
325,114.52
327,237.97
330,39.36
332,150.66
333,16.775
338,103.505
341,112.5
345,201.2
348,96.615
349,47.955
350,104.46
352,48.28
355,17.23
356,235.505
358,54.51
363,128.965
369,191.945
371,19.24
372,137.685
375,305.895
380,121.455
388,44.165
391,130.43
392,279.335
393,389.725
394,221.545
396,26.755
401,35.79
407,79.45
409,100.025
410,111.34
416,77.775
418,111.46
420,151.49
421,213.775
422,121.54
424,293.585
428,384.765
429,221.075
431,161.965
435,15.96
439,96.31
441,16.2
447,81.02
449,110.415
451,118.565
452,17.8
454,215.71
458,234.495
463,126.165
467,14.705
470,259.05
471,157.37
474,293.31
478,15.625
483,126.17
484,115.375
485,87.29
486,132.46
491,98.69
494,104.29
495,248.025
497,218.27
499,158.29
515,118.28
518,228.28
521,193.475
525,151.015
529,247.57
532,126.575
534,81.665
540,90.37
544,299.405
547,166.65
549,44.64
563,37.42
564,161.1
567,129.055
572,113.4
577,107.91
578,227.11
585,389.95
588,121.855
589,117.975
590,104.89
592,16.735
594,254.275
596,15.73
598,391.495
599,135.895
605,35.21
606,123.475
607,273.04
608,209.6
609,62.595
610,287.94
611,191.545
614,129.87
615,206.25
616,242.47
617,126.4
618,243.68
624,118.605
629,130.9
631,92.82
633,97.625
637,23.87
638,102.97
643,66.485
644,144.415
645,36.625
646,210.485
648,180.34
650,37.34
651,201.745
652,279.05
656,112.865
657,19.505
659,104.43
660,201.9
662,99.78
665,389.29
675,338.36
681,145.915
682,215.21
685,18.8
686,164.88
689,22.495
696,152.91
703,154.695
704,98.625
705,131.855
714,240.27
717,106.67
718,14.15
720,57.125
721,252.385
723,211.03
726,204.985
728,155.76
730,209.955
731,26.265
734,353.53
737,72.88
738,16.465
745,143.0
746,25.04
749,228.255
752,22.575
753,163.1
758,231.96
765,16.415
766,222.695
768,83.535
769,187.195
774,128.02
775,96.35
781,52.345
784,342.59
794,18.615
795,281.155
796,79.725
802,179.665
803,228.105
805,34.555
806,288.375
807,99.675
809,14.41
810,163.495
812,203.63
814,117.37
818,244.31
819,135.77
825,56.465
836,99.845
839,121.59
847,263.715
848,170.245
851,111.08
852,136.485
853,33.41
857,150.04
858,46.3
859,229.69
861,23.845
867,94.65
870,238.47
871,205.25
872,193.93
874,362.06
881,180.65
886,145.645
890,51.02
895,156.205
899,90.095
900,282.07
901,259.635
902,166.575
903,43.945
913,252.58
918,189.435
923,125.01
924,37.86
926,25.785
927,18.16
930,220.475
934,31.71
937,135.525
939,77.895
941,80.87
942,391.75
946,289.35
950,102.125
953,76.915
959,91.78
961,27.945
962,92.34
964,89.155
969,185.425
971,147.635
976,45.94
978,238.975
980,249.52
981,121.04
990,390.54
993,18.585
996,20.635
998,348.445
999,161.28
1006,114.185
1008,15.005
1013,26.63
1015,105.725
1016,123.635
1022,313.545
1026,219.485
1028,230.965
1031,79.035
1034,45.305
1037,139.075
1040,66.53
1042,17.6
1046,19.675
1048,101.22
1049,109.155
1050,67.97
1051,216.1
1052,233.965
1055,224.155
1060,141.49
1064,26.485
1066,75.87
1071,102.275
1073,15.105
1089,202.185
1091,99.27
1092,56.23
1093,242.515
1096,334.81
1097,229.3
1098,16.725
1099,36.68
1102,189.51
1107,100.85
1109,44.94
1111,151.885
1112,110.18
1114,304.785
1116,297.925
1117,119.73
1118,104.855
1122,124.935
1124,142.115
1127,125.44
1133,206.86
1134,37.0
1135,156.32
