id,count
0,85.397089827728
1,239.61459671645935
2,101.08996834610265
4,23.081422271765515
5,80.98879576231225
10,109.86244876945949
11,126.26757501343239
12,291.9556863508287
15,23.081422271765515
17,118.48671638942803
18,287.15946629583215
23,234.18757214387682
25,111.76969083523629
26,35.827660937609274
31,255.98679925218005
39,142.60412559262636
40,20.27151264788329
41,248.89448052822408
42,295.18044055669344
43,153.56727242973957
51,208.2188902967795
52,65.30130720021518
54,19.998841689924348
60,124.05519560077691
61,141.21658873650833
62,105.87052829953298
63,19.551286294503537
65,106.79117130728035
66,108.56026939702342
68,139.50227524426967
71,80.21309478845133
80,20.48492173879238
82,55.38266790821436
94,130.08046474704256
98,262.50171917869096
101,23.081422271765515
102,134.79182638819617
107,157.38252643765955
112,214.250788709625
113,67.32772640731993
115,53.20410052209247
116,109.76807405033696
120,156.3782412456252
121,77.6748530303973
122,290.2306835146037
132,194.72375964319818
143,70.97022690904747
147,55.0614625510715
150,19.78543259901526
151,91.04109001918238
152,238.31271457201987
153,89.47334348568462
155,179.58389651729965
156,103.4491003653629
159,160.89469720944243
161,132.88432809871642
163,35.827660937609274
177,158.06764738245428
186,19.998841689924348
188,19.179179661925094
190,83.33941412380301
191,84.97943080771698
192,269.98729788945565
195,289.2158174360151
200,175.18142109159865
209,289.2158174360151
210,19.884868273634755
211,213.61951886835516
214,175.8505356344741
215,20.48492173879238
218,107.9104942184264
219,35.614251846700185
222,143.9174234147701
225,19.78543259901526
228,290.18368650043686
236,181.29444874845532
241,22.479966423256833
242,181.41003185221186
243,206.08824135624707
245,19.998841689924348
247,280.39571923864713
251,138.52618345726057
252,79.85589978767074
253,90.90203193388533
254,84.5551970064378
258,276.1520943715687
260,54.09351616738982
261,158.16121715726652
265,89.22735399802818
266,278.859775410938
267,285.0233744579466
269,164.80932996922976
270,55.26336731297627
275,106.23247829953297
278,35.99941093760928
279,92.33659490256626
286,83.11061471344324
287,19.883465890283702
288,203.82930549309611
289,177.22082081823632
293,19.78543259901526
294,171.6618063862677
297,42.78827269804009
302,109.08944986636715
303,68.94469081627717
304,73.2995351880788
307,105.73185239877455
309,19.998841689924348
311,173.2591363256919
312,160.0101410639979
314,205.6465531300493
315,206.04130663290346
319,184.02742217595122
322,108.16580223926101
323,54.9394311427635
325,122.59771442387269
327,275.0471369508846
330,35.827660937609274
332,175.73140269420566
333,19.78543259901526
338,106.8158213241857
341,103.26058259379542
345,256.39093038268254
348,97.05642405536318
349,35.735994270942605
350,108.88783200535993
352,53.308317370914445
355,17.821007658579656
356,185.35753626722726
358,53.49312763533011
363,121.83402392339713
369,165.37048980926363
371,19.78543259901526
372,140.8872879802332
375,286.2335727891432
380,123.03036940898319
388,35.522585180033516
391,138.58816262017416
392,282.07312020213806
393,293.209493988912
394,192.92439848169485
396,20.48492173879238
401,22.754039764566834
407,84.70058548859362
409,95.56023126485266
