id,count
0,88.065
1,226.785
2,90.735
4,27.1
5,80.305
10,110.205
11,100.63
12,328.535
15,44.095
17,137.975
18,302.395
23,247.85
25,87.26
26,42.675
31,198.35
39,134.43
40,26.355
41,194.725
42,387.185
43,162.09
51,186.025
52,79.555
54,18.41
60,128.215
61,144.195
62,102.535
63,32.11
65,101.185
66,114.895
68,109.745
71,67.665
80,30.89
82,68.3
94,134.465
98,253.09
101,36.81
102,133.055
107,171.205
112,248.05
113,82.42
115,50.425
116,114.105
120,132.925
121,76.615
122,329.58
132,206.08
143,87.735
147,66.24
150,15.755
151,85.805
152,201.695
153,89.23
155,191.755
156,104.165
159,140.225
161,103.43
163,46.745
177,157.91
186,14.945
188,17.44
190,77.15
191,85.545
192,269.68
195,319.535
200,143.77
209,316.69
210,15.625
211,216.86
214,150.335
215,23.975
218,105.34
219,34.36
222,132.82
225,14.73
228,313.94
236,150.115
241,38.055
242,159.425
243,195.955
245,17.5
247,249.075
251,124.135
252,67.79
253,84.63
254,87.365
258,317.08
260,47.41
261,169.165
265,86.145
266,276.71
267,319.99
269,145.33
270,66.72
275,102.285
278,37.385
279,87.16
286,84.645
287,28.61
288,212.03
289,145.59
293,17.405
294,150.105
297,31.77
302,127.31
303,86.165
304,69.16
307,100.76
309,18.16
311,175.245
312,134.08
314,182.415
315,160.115
319,148.405
322,107.265
323,64.025
325,113.06
327,235.795
330,38.475
332,155.525
333,16.5
338,102.51
341,113.28
345,203.25
348,91.385
349,46.385
350,109.68
352,46.71
355,15.51
356,228.85
358,51.795
363,127.32
369,191.515
371,17.175
372,144.765
375,296.98
380,119.605
388,43.055
391,131.68
392,277.545
393,385.085
394,214.99
396,26.405
401,36.565
407,77.65
409,101.67
410,115.25
416,79.13
418,116.545
420,153.73
421,221.155
422,119.69
424,287.55
428,380.375
429,219.59
431,165.955
435,13.895
439,99.08
441,14.355
447,81.5
449,112.705
451,118.16
452,18.45
454,219.485
458,237.01
463,129.675
467,14.81
470,247.73
471,153.385
474,296.845
478,15.145
483,128.375
484,115.91
485,83.47
486,132.39
491,95.88
494,101.72
495,245.59
497,213.095
499,152.245
515,118.165
518,229.795
521,186.165
525,149.275
529,246.02
532,128.995
534,82.415
540,93.27
544,292.865
547,165.245
549,43.0
563,37.1
564,165.255
567,129.11
572,114.57
577,108.355
578,223.625
585,380.54
588,124.21
589,118.81
590,104.445
592,17.045
594,244.36
596,15.58
598,387.195
599,136.335
605,34.84
606,121.91
607,268.99
608,207.81
609,63.015
610,286.145
611,201.665
614,120.425
615,215.37
616,249.075
617,126.03
618,242.995
624,121.37
629,133.575
631,92.175
633,97.305
637,24.075
638,100.87
643,68.405
644,143.035
645,37.22
646,212.435
648,185.9
650,36.685
651,199.055
652,274.32
656,111.085
657,18.98
659,102.19
660,202.63
662,99.345
665,380.855
675,328.37
681,143.555
682,220.1
685,18.02
686,153.03
689,23.235
696,159.61
703,145.985
704,95.96
705,128.77
714,236.51
717,102.12
718,14.65
720,63.35
721,242.445
723,221.415
726,203.31
728,159.725
730,209.75
731,26.85
734,344.315
737,73.03
738,16.425
745,141.72
746,25.155
749,232.57
752,22.925
753,172.175
758,234.335
765,15.005
766,216.395
768,85.085
769,191.925
774,129.45
775,97.065
781,51.6
784,337.655
794,18.48
795,282.11
796,79.405
802,178.205
803,220.86
805,34.12
806,291.46
807,97.64
809,14.82
810,176.625
812,202.46
814,122.065
818,248.68
819,142.82
825,57.62
836,100.25
839,122.165
847,261.04
848,177.66
851,106.105
852,138.46
853,33.21
857,148.475
858,44.12
859,233.3
861,21.565
867,97.525
870,229.48
871,202.31
872,206.335
874,353.715
881,167.365
886,140.935
890,50.145
895,144.45
899,89.715
900,278.135
901,253.605
902,171.955
903,43.45
913,252.875
918,180.355
923,126.315
924,39.56
926,25.72
927,18.285
930,223.755
934,32.225
937,127.58
939,84.695
941,82.895
942,389.14
946,290.915
950,98.86
953,71.45
959,93.705
961,28.575
962,94.655
964,90.27
969,191.105
971,149.19
976,46.165
978,245.37
980,249.59
981,121.78
990,386.94
993,18.945
996,20.81
998,343.43
999,160.71
1006,110.18
1008,14.295
1013,26.605
1015,104.88
1016,122.71
1022,313.515
1026,218.435
1028,223.105
1031,86.25
1034,44.98
1037,128.385
1040,66.335
1042,17.615
1046,18.27
1048,102.34
1049,108.945
1050,68.515
1051,224.82
1052,237.355
1055,218.755
1060,141.195
1064,26.975
1066,79.41
1071,101.975
1073,14.685
1089,198.995
1091,97.81
1092,59.34
1093,246.955
1096,323.0
1097,229.76
1098,16.3
1099,36.975
1102,201.715
1107,100.985
